Salon,Gender,Price
Floyd's 99,Female,38.34
The Cut,Male,57.99
Roxbury Cuts,Female,67.04
South End Studio,Male,38.18
Campus Cuts,Male,29.18
Great Clips,Female,27.96
The Cut,Male,59.36
Cambridge Cuts,Male,43.64
SuperCuts,Male,58.34
Great Clips,Female,26.83
SuperCuts,Female,67.9
Fenway Barbers,Male,30.57
South End Studio,Female,41.34
Chinatown Barber,Female,49.58
Chinatown Barber,Female,45.15
Northeastern Salon,Male,62.81
Fenway Barbers,Male,28.79
Harvard Sq Hair,Female,31.58
Boston Barber,Male,37.01
Chinatown Barber,Female,44.6
SuperCuts,Female,68.96
Cambridge Cuts,Male,41.05
Harvard Sq Hair,Female,34.61
Fenway Barbers,Male,30.23
Floyd's 99,Male,35.77
Boston Barber,Female,45.84
Roxbury Cuts,Female,66.4
Beacon Hill Salon,Male,51.45
South End Studio,Female,41.27
Downtown Cuts,Female,22.16
Cambridge Cuts,Female,52.02
Boston Barber,Female,42.08
Newbury Street Salon,Male,45.61
Chinatown Barber,Male,46.42
South End Studio,Female,40.66
Back Bay Hair,Female,60.14
Fenway Barbers,Female,33.14
Seaport Studio,Male,41.72
Harvard Sq Hair,Female,30.22
Cambridge Cuts,Male,44.87
Floyd's 99,Female,35.53
Beacon Hill Salon,Female,47.98
Sola Salon,Female,42.2
The Cut,Female,64.58
Harvard Sq Hair,Male,24.6
The Cut,Male,55.47
Northeastern Salon,Male,55.41
Harvard Sq Hair,Female,33.59
Sola Salon,Male,40.9
Newbury Street Salon,Male,48.06
The Cut,Male,60.58
South End Studio,Female,44.14
Boston Barber,Male,33.74
Newbury Street Salon,Male,48.56
Chinatown Barber,Male,44.72
Floyd's 99,Male,35.5
The Cut,Male,55.78
Fenway Barbers,Male,31.07
Downtown Cuts,Male,22.85
Fenway Barbers,Male,28.44
Tremont Barber,Female,57.95
South End Studio,Male,44.21
Downtown Cuts,Female,24.32
Cambridge Cuts,Male,41.95
Great Clips,Female,27.99
Floyd's 99,Male,40.59
SuperCuts,Male,55.79
Fenway Barbers,Male,27.21
The Cut,Male,59.18
Northeastern Salon,Female,58.1
Downtown Cuts,Female,22.42
Sola Salon,Male,39.99
Campus Cuts,Female,34.57
Downtown Cuts,Male,22.33
Chinatown Barber,Male,41.39
Fenway Barbers,Male,30.74
Roxbury Cuts,Male,58.21
Northeastern Salon,Female,59.42
Great Clips,Female,26.68
Roxbury Cuts,Female,68.9
Campus Cuts,Male,30.49
Harvard Sq Hair,Male,18.93
Beacon Hill Salon,Female,48.61
Roxbury Cuts,Female,63.31
Downtown Cuts,Female,22.22
Boston Barber,Female,44.21
Tremont Barber,Male,56.65
Tremont Barber,Male,57.24
Downtown Cuts,Male,19.13
Boston Barber,Female,46.79
South End Studio,Female,42.42
SuperCuts,Male,60.69
Floyd's 99,Female,36.38
The Cut,Female,67.2
Cambridge Cuts,Male,42.49
Cambridge Cuts,Male,42.06
Roxbury Cuts,Male,56.97
Boston Barber,Female,39.27
Newbury Street Salon,Female,49.42
Tremont Barber,Female,64.53
Newbury Street Salon,Female,49.36
South End Studio,Female,38.23
Downtown Cuts,Female,21.64
South End Studio,Female,42.3
Cambridge Cuts,Male,43.87
Tremont Barber,Female,56.28
Cambridge Cuts,Female,54.73
Northeastern Salon,Female,59.72
Beacon Hill Salon,Female,51.17
Floyd's 99,Female,39.18
Seaport Studio,Male,44.83
South End Studio,Male,40.34
Boston Barber,Female,44.72
Sola Salon,Male,39.33
Boston Barber,Male,34.51
The Cut,Male,61.33
Seaport Studio,Female,48.24
Back Bay Hair,Female,55.54
Cambridge Cuts,Male,46.78
Cambridge Cuts,Female,53.1
Cambridge Cuts,Female,54.54
Campus Cuts,Female,33.78
Beacon Hill Salon,Male,49.73
Tremont Barber,Male,52.7
Fenway Barbers,Male,30.69
Great Clips,Female,27.71
Downtown Cuts,Female,24.38
Newbury Street Salon,Female,49.14
Tremont Barber,Male,52.9
Newbury Street Salon,Female,46.62
Great Clips,Female,26.17
Roxbury Cuts,Female,70.85
Chinatown Barber,Male,41.45
Tremont Barber,Female,56.97
The Cut,Female,61.4
Tremont Barber,Female,61.19
The Cut,Male,57.54
Beacon Hill Salon,Female,48.63
Back Bay Hair,Male,41.09
The Cut,Male,57.31
SuperCuts,Male,54.47
Chinatown Barber,Female,47.44
Tremont Barber,Female,63.25
Fenway Barbers,Male,31.44
Fenway Barbers,Female,31.93
Fenway Barbers,Female,35.9
Roxbury Cuts,Female,66.67
Floyd's 99,Female,39.55
Roxbury Cuts,Male,55.32
Beacon Hill Salon,Female,51.58
Back Bay Hair,Male,39.42
Tremont Barber,Male,55.43
Seaport Studio,Female,47.35
Great Clips,Male,30.2
Great Clips,Female,28.6
Beacon Hill Salon,Female,46.7
South End Studio,Male,35.32
Tremont Barber,Female,58.1
Chinatown Barber,Male,42.6
South End Studio,Male,38.87
Back Bay Hair,Male,40.61
Tremont Barber,Female,62.74
Newbury Street Salon,Male,44.73
Sola Salon,Male,40.25
South End Studio,Male,42.42
Back Bay Hair,Female,56.0
Sola Salon,Male,42.85
Sola Salon,Male,40.5
Cambridge Cuts,Female,54.62
Harvard Sq Hair,Female,36.1
Boston Barber,Male,33.43
Harvard Sq Hair,Female,31.23
Great Clips,Male,24.92
Tremont Barber,Female,56.76
Downtown Cuts,Male,20.35
Floyd's 99,Female,40.8
Fenway Barbers,Male,30.87
Tremont Barber,Female,56.98
SuperCuts,Female,66.2
Campus Cuts,Female,38.41
Boston Barber,Male,31.54
Newbury Street Salon,Female,47.54
Northeastern Salon,Female,56.35
Cambridge Cuts,Male,42.77
SuperCuts,Male,58.44
Campus Cuts,Female,33.27
Beacon Hill Salon,Female,45.75
Tremont Barber,Female,62.42
Boston Barber,Male,33.01
Chinatown Barber,Male,45.29
Great Clips,Male,25.45
Campus Cuts,Male,33.26
Fenway Barbers,Female,32.25
Tremont Barber,Female,59.51
Floyd's 99,Female,36.22
Downtown Cuts,Female,27.59
Downtown Cuts,Female,25.59
The Cut,Male,61.39
Campus Cuts,Female,33.64
Floyd's 99,Male,37.44
Harvard Sq Hair,Female,32.2
South End Studio,Male,43.32
Downtown Cuts,Female,24.09
South End Studio,Male,41.76
Great Clips,Female,27.62
Tremont Barber,Female,58.47
Great Clips,Male,26.93
Tremont Barber,Male,53.9
Roxbury Cuts,Male,56.1
South End Studio,Male,41.14
Sola Salon,Male,34.9
Beacon Hill Salon,Female,46.7
Great Clips,Female,27.82
Roxbury Cuts,Female,69.28
Fenway Barbers,Female,32.12
Fenway Barbers,Male,33.63
Beacon Hill Salon,Male,48.31
Back Bay Hair,Male,40.06
Downtown Cuts,Male,22.96
Downtown Cuts,Male,22.35
Seaport Studio,Male,42.73
Beacon Hill Salon,Female,47.06
SuperCuts,Female,68.31
Seaport Studio,Male,44.79
Floyd's 99,Female,40.04
South End Studio,Female,42.95
Sola Salon,Female,44.24
Chinatown Barber,Male,41.03
SuperCuts,Male,56.06
Northeastern Salon,Male,58.2
Back Bay Hair,Male,44.37
Northeastern Salon,Female,62.65
The Cut,Male,57.52
Northeastern Salon,Male,59.09
Downtown Cuts,Male,22.12
Harvard Sq Hair,Female,35.71
Downtown Cuts,Male,20.04
Floyd's 99,Female,40.65
Downtown Cuts,Male,17.39
Great Clips,Female,26.99
Campus Cuts,Female,37.36
Beacon Hill Salon,Female,49.3
Beacon Hill Salon,Female,52.86
Chinatown Barber,Male,43.62
Downtown Cuts,Male,21.69
Harvard Sq Hair,Female,34.87
Boston Barber,Female,43.31
Beacon Hill Salon,Male,47.82
Downtown Cuts,Male,22.4
SuperCuts,Female,68.33
Chinatown Barber,Female,52.39
Cambridge Cuts,Female,55.15
Floyd's 99,Male,38.42
Chinatown Barber,Female,49.56
Newbury Street Salon,Male,47.82
Great Clips,Female,26.21
Campus Cuts,Male,28.78
Campus Cuts,Female,35.51
Chinatown Barber,Male,41.06
Cambridge Cuts,Female,54.76
Tremont Barber,Female,60.99
Seaport Studio,Female,45.76
Roxbury Cuts,Male,58.86
The Cut,Male,57.74
SuperCuts,Male,56.95
Tremont Barber,Female,57.99
The Cut,Female,61.83
Tremont Barber,Male,52.36
Tremont Barber,Female,55.75
Downtown Cuts,Female,23.29
Floyd's 99,Male,40.08
Newbury Street Salon,Female,48.66
Beacon Hill Salon,Female,48.99
Newbury Street Salon,Female,49.92
Sola Salon,Female,45.14
Boston Barber,Male,36.41
Newbury Street Salon,Female,44.95
Fenway Barbers,Male,28.01
Beacon Hill Salon,Male,50.87
Fenway Barbers,Male,28.83
The Cut,Female,60.52
Boston Barber,Male,30.36
South End Studio,Female,39.97
Boston Barber,Male,33.05
Northeastern Salon,Female,55.73
Cambridge Cuts,Female,51.89
Downtown Cuts,Male,19.68
Newbury Street Salon,Male,46.6
Seaport Studio,Male,44.42
Harvard Sq Hair,Male,20.81
Tremont Barber,Female,61.8
Sola Salon,Female,44.32
Northeastern Salon,Female,57.15
Fenway Barbers,Male,27.38
Northeastern Salon,Male,55.07
Boston Barber,Female,45.72
Floyd's 99,Male,34.39
Fenway Barbers,Female,32.1
Seaport Studio,Male,46.49
Floyd's 99,Male,36.12
Roxbury Cuts,Male,55.88
Newbury Street Salon,Female,51.88
Floyd's 99,Male,34.13
Northeastern Salon,Male,57.99
Cambridge Cuts,Female,51.27
The Cut,Female,63.51
Harvard Sq Hair,Female,33.59
Downtown Cuts,Male,24.19
SuperCuts,Female,67.99
Chinatown Barber,Male,44.43
Sola Salon,Female,42.9
Beacon Hill Salon,Male,46.91
South End Studio,Female,39.19
Chinatown Barber,Male,38.26
Sola Salon,Male,44.08
Floyd's 99,Male,39.54
Northeastern Salon,Male,61.61
Floyd's 99,Female,42.34
Harvard Sq Hair,Female,31.18
South End Studio,Male,42.43
Beacon Hill Salon,Male,49.24
Great Clips,Female,25.2
Roxbury Cuts,Male,55.07
SuperCuts,Female,70.16
Floyd's 99,Male,39.89
The Cut,Female,64.5
Boston Barber,Male,34.72
Floyd's 99,Male,37.75
Boston Barber,Male,35.69
Beacon Hill Salon,Female,50.08
Fenway Barbers,Male,31.75
Campus Cuts,Female,37.96
Fenway Barbers,Female,32.62
Tremont Barber,Female,58.51
The Cut,Female,63.09
Downtown Cuts,Male,16.62
Northeastern Salon,Female,58.33
The Cut,Male,56.2
Harvard Sq Hair,Male,19.73
South End Studio,Male,40.99
Newbury Street Salon,Female,48.74
The Cut,Female,62.07
Cambridge Cuts,Male,39.97
Seaport Studio,Female,48.62
The Cut,Male,54.84
Back Bay Hair,Male,41.53
Roxbury Cuts,Female,67.13
Cambridge Cuts,Male,43.92
Campus Cuts,Male,34.49
Fenway Barbers,Male,31.28
Northeastern Salon,Female,59.79
Sola Salon,Female,43.74
South End Studio,Female,42.13
South End Studio,Female,37.44
Northeastern Salon,Female,59.68
Beacon Hill Salon,Male,51.38
Sola Salon,Female,47.7
Floyd's 99,Female,38.26
Cambridge Cuts,Female,52.31
Campus Cuts,Male,28.61
Fenway Barbers,Female,33.39
Boston Barber,Female,47.73
Newbury Street Salon,Female,50.49
Chinatown Barber,Male,44.15
Roxbury Cuts,Male,59.05
South End Studio,Female,38.21
SuperCuts,Male,60.11
Roxbury Cuts,Male,54.61
Cambridge Cuts,Male,43.57
Seaport Studio,Female,47.93
Northeastern Salon,Male,55.81
Fenway Barbers,Male,31.33
Beacon Hill Salon,Female,47.47
Harvard Sq Hair,Female,28.24
SuperCuts,Male,59.86
Beacon Hill Salon,Female,44.66
Fenway Barbers,Male,27.61
Chinatown Barber,Female,46.08
Floyd's 99,Male,35.29
Floyd's 99,Male,39.11
SuperCuts,Male,57.3
South End Studio,Male,41.98
Great Clips,Female,24.47
Chinatown Barber,Male,43.3
SuperCuts,Female,68.76
Boston Barber,Female,42.94
South End Studio,Female,43.05
Beacon Hill Salon,Male,48.64
Seaport Studio,Male,41.15
Roxbury Cuts,Male,59.69
Newbury Street Salon,Male,45.48
Great Clips,Female,27.85
Beacon Hill Salon,Male,43.45
Cambridge Cuts,Male,44.0
Cambridge Cuts,Female,51.24
SuperCuts,Male,57.06
Beacon Hill Salon,Female,48.3
Newbury Street Salon,Male,49.01
Chinatown Barber,Female,47.22
Great Clips,Female,23.98
Tremont Barber,Male,54.88
Sola Salon,Male,39.77
Seaport Studio,Male,41.18
Sola Salon,Male,41.27
Great Clips,Female,24.32
Chinatown Barber,Male,42.1
The Cut,Female,60.99
Fenway Barbers,Male,27.67
Chinatown Barber,Male,45.1
Downtown Cuts,Female,25.64
Roxbury Cuts,Female,67.32
South End Studio,Male,44.46
Roxbury Cuts,Male,55.33
Back Bay Hair,Female,58.24
Sola Salon,Male,42.58
Northeastern Salon,Male,59.15
Boston Barber,Female,43.72
Chinatown Barber,Female,46.7
Campus Cuts,Female,36.24
Newbury Street Salon,Female,48.95
Beacon Hill Salon,Male,43.71
Floyd's 99,Female,42.53
Harvard Sq Hair,Female,33.75
Chinatown Barber,Male,42.62
Tremont Barber,Female,62.39
Seaport Studio,Male,45.73
Floyd's 99,Male,35.24
The Cut,Female,63.29
The Cut,Male,58.02
Downtown Cuts,Female,25.18
Seaport Studio,Male,44.73
Newbury Street Salon,Female,48.76
Roxbury Cuts,Female,64.92
Tremont Barber,Female,59.22
Seaport Studio,Male,39.55
Back Bay Hair,Female,59.88
Back Bay Hair,Male,40.98
Back Bay Hair,Female,54.66
Chinatown Barber,Female,52.55
Floyd's 99,Female,39.09
Beacon Hill Salon,Male,52.45
Harvard Sq Hair,Female,32.71
Tremont Barber,Female,62.52
Sola Salon,Female,46.19
Sola Salon,Female,44.85
Harvard Sq Hair,Male,22.08
SuperCuts,Male,57.05
Chinatown Barber,Female,48.14
South End Studio,Male,44.8
Downtown Cuts,Female,25.41
Chinatown Barber,Female,47.2
Fenway Barbers,Female,36.16
Fenway Barbers,Male,31.36
The Cut,Female,63.73
Floyd's 99,Female,39.73
Boston Barber,Female,41.85
Floyd's 99,Female,40.25
Chinatown Barber,Male,41.18
Campus Cuts,Male,34.21
Roxbury Cuts,Female,66.35
The Cut,Male,57.84
South End Studio,Female,39.15
Floyd's 99,Male,38.41
Roxbury Cuts,Female,64.48
Great Clips,Male,28.46
SuperCuts,Male,58.04
Sola Salon,Male,38.11
South End Studio,Female,41.36
Seaport Studio,Male,39.99
Cambridge Cuts,Male,41.41
Fenway Barbers,Male,28.1
Seaport Studio,Female,45.46
Newbury Street Salon,Female,45.51
Beacon Hill Salon,Female,48.62
Cambridge Cuts,Female,52.6
South End Studio,Male,41.62
Chinatown Barber,Male,41.23
The Cut,Male,57.84
Tremont Barber,Female,60.15
Northeastern Salon,Male,57.78
Sola Salon,Male,41.19
Seaport Studio,Male,47.78
Cambridge Cuts,Male,45.37
Beacon Hill Salon,Female,49.47
Newbury Street Salon,Female,54.45
Campus Cuts,Male,30.4
Sola Salon,Female,45.04
Northeastern Salon,Male,58.84
The Cut,Female,56.66
Chinatown Barber,Male,46.19
The Cut,Male,58.04
Boston Barber,Male,36.26
Beacon Hill Salon,Female,49.23
South End Studio,Male,41.46
Sola Salon,Female,42.65
Floyd's 99,Male,39.23
Sola Salon,Female,44.35
Back Bay Hair,Female,57.13
Roxbury Cuts,Female,69.22
South End Studio,Female,39.23
Fenway Barbers,Male,27.92
Cambridge Cuts,Female,52.53
Harvard Sq Hair,Female,31.19
Campus Cuts,Female,33.93
Northeastern Salon,Female,59.59
Chinatown Barber,Male,44.32
South End Studio,Male,38.47
Fenway Barbers,Female,32.06
Great Clips,Female,29.47
Sola Salon,Female,43.18
Chinatown Barber,Male,39.43
Cambridge Cuts,Male,45.72
Downtown Cuts,Male,21.05
Seaport Studio,Male,43.9
Beacon Hill Salon,Male,44.63
Floyd's 99,Female,37.81
Cambridge Cuts,Male,36.65
Floyd's 99,Female,36.62
Downtown Cuts,Male,19.04
The Cut,Male,59.27
Great Clips,Female,31.78
Fenway Barbers,Female,32.77
Downtown Cuts,Female,24.53
Floyd's 99,Female,39.26
Tremont Barber,Male,56.34
Downtown Cuts,Male,20.8
Downtown Cuts,Female,24.75
Campus Cuts,Female,38.17
Newbury Street Salon,Male,47.48
The Cut,Male,54.32
SuperCuts,Male,57.82
The Cut,Male,57.29
Floyd's 99,Female,40.83
Fenway Barbers,Female,32.94
South End Studio,Female,38.34
Northeastern Salon,Male,58.87
Roxbury Cuts,Female,67.48
Cambridge Cuts,Female,52.97
Boston Barber,Female,45.73
Back Bay Hair,Female,57.43
Boston Barber,Male,37.5
Seaport Studio,Male,43.57
Beacon Hill Salon,Female,51.02
Harvard Sq Hair,Male,19.85
Chinatown Barber,Male,44.2
Tremont Barber,Female,63.02
Chinatown Barber,Female,50.63
Beacon Hill Salon,Male,49.77
Back Bay Hair,Male,41.95
Seaport Studio,Male,42.3
Cambridge Cuts,Female,53.44
Fenway Barbers,Male,28.05
Floyd's 99,Female,41.03
Seaport Studio,Male,44.3
Harvard Sq Hair,Male,20.43
South End Studio,Female,42.63
Chinatown Barber,Male,42.97
Northeastern Salon,Male,58.85
Campus Cuts,Male,26.63
Beacon Hill Salon,Male,49.29
Downtown Cuts,Male,19.96
Newbury Street Salon,Female,53.19
Great Clips,Female,29.28
Northeastern Salon,Female,60.74
Downtown Cuts,Female,20.63
Floyd's 99,Female,41.17
Beacon Hill Salon,Female,50.23
The Cut,Male,58.89
The Cut,Female,61.4
Back Bay Hair,Male,42.11
Fenway Barbers,Male,31.94
Roxbury Cuts,Male,56.94
Cambridge Cuts,Female,54.59
Back Bay Hair,Female,57.67
Great Clips,Male,28.35
Great Clips,Male,26.4
Back Bay Hair,Male,40.98
Harvard Sq Hair,Female,32.76
Back Bay Hair,Female,56.11
Floyd's 99,Female,39.02
Chinatown Barber,Female,47.74
Great Clips,Female,25.96
Floyd's 99,Female,42.65
Sola Salon,Male,35.17
Roxbury Cuts,Male,57.05
South End Studio,Female,42.78
Floyd's 99,Male,38.73
Floyd's 99,Female,41.45
Campus Cuts,Female,33.24
Beacon Hill Salon,Female,48.16
Roxbury Cuts,Female,66.11
Tremont Barber,Male,52.42
South End Studio,Male,40.71
Back Bay Hair,Female,59.19
Harvard Sq Hair,Female,27.62
SuperCuts,Female,68.01
The Cut,Male,60.46
Back Bay Hair,Female,54.21
Campus Cuts,Male,32.57
Newbury Street Salon,Male,52.41
Back Bay Hair,Male,44.4
SuperCuts,Male,58.28
Northeastern Salon,Male,61.35
SuperCuts,Male,55.99
Sola Salon,Male,35.8
Back Bay Hair,Male,41.5
Boston Barber,Female,42.95
Floyd's 99,Male,39.6
Boston Barber,Female,43.22
Cambridge Cuts,Female,52.83
South End Studio,Female,40.96
Floyd's 99,Male,35.87
Back Bay Hair,Female,57.83
Sola Salon,Male,42.17
SuperCuts,Male,58.63
Cambridge Cuts,Female,51.17
SuperCuts,Female,70.28
Downtown Cuts,Male,17.32
Sola Salon,Female,45.23
The Cut,Female,61.14
Roxbury Cuts,Male,59.76
Harvard Sq Hair,Female,35.84
Campus Cuts,Male,28.69
Seaport Studio,Female,47.29
Seaport Studio,Female,49.0
Great Clips,Male,25.28
Back Bay Hair,Male,41.67
Great Clips,Male,25.04
Northeastern Salon,Female,57.34
The Cut,Male,58.98
Floyd's 99,Female,40.92
Seaport Studio,Female,51.2
Floyd's 99,Female,41.47
Floyd's 99,Female,40.83
South End Studio,Female,39.94
Back Bay Hair,Male,43.33
Great Clips,Male,26.87
Tremont Barber,Male,59.35
Chinatown Barber,Female,49.4
Harvard Sq Hair,Male,20.57
Fenway Barbers,Female,33.01
Sola Salon,Male,40.86
Cambridge Cuts,Male,40.52
Northeastern Salon,Male,60.46
South End Studio,Female,42.08
Seaport Studio,Female,49.43
Beacon Hill Salon,Male,53.79
Harvard Sq Hair,Male,22.13
Northeastern Salon,Male,62.49
Sola Salon,Male,38.32
Downtown Cuts,Female,24.27
SuperCuts,Female,67.65
Cambridge Cuts,Female,50.77
South End Studio,Female,43.24
Downtown Cuts,Female,23.63
Chinatown Barber,Female,48.21
Back Bay Hair,Female,57.6
The Cut,Male,60.08
Tremont Barber,Female,58.31
Tremont Barber,Male,52.46
Fenway Barbers,Female,32.12
Tremont Barber,Female,60.29
The Cut,Female,63.45
Tremont Barber,Male,54.21
Sola Salon,Female,42.26
South End Studio,Female,40.92
Roxbury Cuts,Female,70.0
Seaport Studio,Female,48.08
The Cut,Male,60.07
Roxbury Cuts,Male,57.96
South End Studio,Female,40.74
Cambridge Cuts,Female,53.17
Chinatown Barber,Female,47.15
Seaport Studio,Female,46.53
Tremont Barber,Female,59.95
Chinatown Barber,Male,48.06
Boston Barber,Male,33.96
The Cut,Female,60.45
Tremont Barber,Female,58.34
Downtown Cuts,Male,22.61
Chinatown Barber,Male,41.8
Tremont Barber,Male,56.41
Fenway Barbers,Male,32.38
The Cut,Female,63.06
Back Bay Hair,Female,58.61
Tremont Barber,Male,56.59
Beacon Hill Salon,Female,51.79
Beacon Hill Salon,Male,48.92
Chinatown Barber,Female,45.19
South End Studio,Male,44.35
Tremont Barber,Male,53.82
Fenway Barbers,Male,27.24
Great Clips,Male,26.13
Sola Salon,Female,43.48
Fenway Barbers,Male,29.86
Floyd's 99,Male,38.18
Great Clips,Female,26.47
Northeastern Salon,Male,60.23
South End Studio,Male,40.56
Tremont Barber,Female,60.08
Northeastern Salon,Male,61.87
Newbury Street Salon,Male,46.62
Newbury Street Salon,Male,46.68
South End Studio,Male,43.07
Newbury Street Salon,Male,47.19
Seaport Studio,Female,45.8
Floyd's 99,Male,36.63
The Cut,Male,57.8
Beacon Hill Salon,Female,50.98
The Cut,Male,54.13
Floyd's 99,Male,39.39
SuperCuts,Male,55.7
Fenway Barbers,Female,34.52
Seaport Studio,Male,42.64
SuperCuts,Female,64.01
Boston Barber,Female,45.26
Downtown Cuts,Female,23.29
Newbury Street Salon,Male,45.98
The Cut,Female,64.15
Northeastern Salon,Female,56.4
Floyd's 99,Female,36.29
SuperCuts,Female,68.88
Cambridge Cuts,Female,50.86
Cambridge Cuts,Female,52.68
Back Bay Hair,Female,55.85
Boston Barber,Male,35.29
Fenway Barbers,Female,33.51
Cambridge Cuts,Male,41.73
Northeastern Salon,Male,58.92
Cambridge Cuts,Female,54.82
Downtown Cuts,Female,27.05
Boston Barber,Female,44.61
Back Bay Hair,Male,42.41
Roxbury Cuts,Female,67.21
Fenway Barbers,Female,35.78
Seaport Studio,Female,49.45
Seaport Studio,Male,43.12
Northeastern Salon,Male,57.31
Harvard Sq Hair,Female,33.28
Back Bay Hair,Male,42.48
The Cut,Female,59.16
Boston Barber,Female,43.27
Tremont Barber,Female,59.63
Chinatown Barber,Male,45.59
SuperCuts,Male,57.5
Chinatown Barber,Male,40.2
Campus Cuts,Female,37.41
Newbury Street Salon,Female,49.03
The Cut,Male,55.25
Seaport Studio,Male,44.8
The Cut,Male,56.1
Chinatown Barber,Female,46.07
Back Bay Hair,Female,55.92
Newbury Street Salon,Male,46.36
Fenway Barbers,Male,27.73
Seaport Studio,Male,39.75
Newbury Street Salon,Male,52.05
Roxbury Cuts,Male,57.54
Tremont Barber,Female,60.83
Roxbury Cuts,Female,65.66
Cambridge Cuts,Female,54.78
Sola Salon,Male,40.72
Newbury Street Salon,Female,49.94
The Cut,Female,63.7
Boston Barber,Male,35.05
Sola Salon,Male,41.22
Roxbury Cuts,Female,62.84
Fenway Barbers,Female,29.74
Fenway Barbers,Female,31.72
Beacon Hill Salon,Male,51.24
Newbury Street Salon,Male,46.95
Floyd's 99,Male,35.01
Newbury Street Salon,Female,46.16
Downtown Cuts,Male,21.16
Great Clips,Female,28.52
Back Bay Hair,Male,41.58
Chinatown Barber,Female,47.37
Fenway Barbers,Male,27.98
South End Studio,Male,42.62
South End Studio,Male,43.8
Back Bay Hair,Male,42.73
SuperCuts,Female,67.64
Chinatown Barber,Male,45.74
Fenway Barbers,Female,33.89
Northeastern Salon,Male,57.13
Northeastern Salon,Female,58.71
South End Studio,Male,42.94
Beacon Hill Salon,Male,51.17
Fenway Barbers,Male,30.42
Fenway Barbers,Male,33.16
Boston Barber,Male,33.16
Sola Salon,Male,40.1
Floyd's 99,Female,37.97
Tremont Barber,Male,54.16
Newbury Street Salon,Male,47.15
Campus Cuts,Female,35.29
The Cut,Male,56.7
Newbury Street Salon,Male,52.45
Great Clips,Female,30.28
Harvard Sq Hair,Female,30.51
Great Clips,Female,26.34
South End Studio,Female,43.5
The Cut,Female,63.84
Sola Salon,Male,41.6
Floyd's 99,Female,36.6
SuperCuts,Male,62.33
Roxbury Cuts,Female,69.29
Campus Cuts,Female,35.82
Newbury Street Salon,Male,48.71
Fenway Barbers,Female,30.79
South End Studio,Male,42.73
Seaport Studio,Male,41.62
Seaport Studio,Female,48.08
Fenway Barbers,Female,28.15
Downtown Cuts,Male,18.41
Campus Cuts,Female,35.5
Chinatown Barber,Male,45.52
The Cut,Female,63.31
South End Studio,Male,40.16
Newbury Street Salon,Male,48.11
Boston Barber,Male,32.66
Tremont Barber,Female,58.35
Newbury Street Salon,Female,49.54
Fenway Barbers,Female,31.18
South End Studio,Female,44.37
Northeastern Salon,Male,60.68
Cambridge Cuts,Male,43.05
Chinatown Barber,Male,45.7
Seaport Studio,Female,44.97
Roxbury Cuts,Male,60.19
Newbury Street Salon,Female,49.33
Campus Cuts,Female,34.29
Great Clips,Male,24.4
The Cut,Female,62.57
Floyd's 99,Male,40.24
Beacon Hill Salon,Male,47.23
Seaport Studio,Female,48.46
Back Bay Hair,Male,40.74
Beacon Hill Salon,Male,49.39
Fenway Barbers,Male,31.29
Newbury Street Salon,Female,46.21
South End Studio,Male,41.01
Northeastern Salon,Male,60.18
Newbury Street Salon,Female,47.63
The Cut,Female,59.36
Back Bay Hair,Female,58.76
Campus Cuts,Female,33.46
Great Clips,Male,26.88
Seaport Studio,Male,45.46
Campus Cuts,Male,32.52
Cambridge Cuts,Female,52.83
Downtown Cuts,Female,24.27
Beacon Hill Salon,Female,51.82
Back Bay Hair,Male,43.54
Downtown Cuts,Female,25.52
Downtown Cuts,Female,23.89
Tremont Barber,Male,57.37
Seaport Studio,Female,46.6
Seaport Studio,Female,46.09
Back Bay Hair,Female,57.43
Harvard Sq Hair,Female,33.53
Tremont Barber,Female,64.0
Northeastern Salon,Male,61.28
Campus Cuts,Female,37.68
The Cut,Female,65.02
Northeastern Salon,Male,56.93
Beacon Hill Salon,Male,48.59
Northeastern Salon,Male,61.18
Fenway Barbers,Female,31.5
Northeastern Salon,Female,60.9
South End Studio,Female,45.7
Harvard Sq Hair,Female,33.3
Northeastern Salon,Female,58.29
Harvard Sq Hair,Female,30.66
Seaport Studio,Female,49.51
Roxbury Cuts,Male,59.0
Cambridge Cuts,Female,52.84
Downtown Cuts,Male,21.34
SuperCuts,Female,63.31
Tremont Barber,Male,54.57
Cambridge Cuts,Female,55.06
SuperCuts,Male,57.24
Roxbury Cuts,Female,71.17
Cambridge Cuts,Female,52.74
Tremont Barber,Male,53.7
Roxbury Cuts,Female,67.78
Roxbury Cuts,Male,55.35
Back Bay Hair,Male,42.59
Sola Salon,Male,40.58
Back Bay Hair,Female,58.98
Harvard Sq Hair,Male,21.27
Boston Barber,Female,41.9
Fenway Barbers,Male,25.47
Floyd's 99,Male,39.45
Seaport Studio,Male,40.63
Sola Salon,Male,38.15
Harvard Sq Hair,Male,25.11
Harvard Sq Hair,Male,22.6
Sola Salon,Male,38.64
Campus Cuts,Female,35.73
South End Studio,Male,38.72
Northeastern Salon,Female,60.5
Chinatown Barber,Male,41.3
Beacon Hill Salon,Male,47.42
Harvard Sq Hair,Male,25.23
Tremont Barber,Female,61.52
Northeastern Salon,Female,56.32
Seaport Studio,Female,49.2
Seaport Studio,Female,44.9
Campus Cuts,Female,37.06
Cambridge Cuts,Male,44.36
Downtown Cuts,Male,23.51
Campus Cuts,Male,29.6
