id,initials,category,birth_year,death_year,death_age,gender
3003,XYZ,Control,1899,1975,76.0,Male
3004,PTR,Control,1928,1982,54.0,Male
3005,JFK,Control,1925,1971,46.0,Male
3006,PTR,Control,1941,1981,40.0,Male
3007,JFK,Control,1945,1981,36.0,Male
3008,ABC,Control,1871,1978,107.0,Male
3009,MNO,Control,1931,1970,39.0,Male
3010,MNO,Control,1877,1974,97.0,Male
3011,XYZ,Control,1923,1976,53.0,Male
3012,PTR,Control,1903,1972,69.0,Male
3013,ABC,Control,1904,1993,89.0,Male
3014,JFK,Control,1908,1980,72.0,Male
3015,XYZ,Control,1928,1983,55.0,Male
3016,ABC,Control,1907,1976,69.0,Male
3017,ABC,Control,1935,1975,40.0,Male
3018,JFK,Control,1912,1982,70.0,Male
3019,JFK,Control,1879,1991,112.0,Male
3020,MNO,Control,1938,1987,49.0,Male
3021,PTR,Control,1903,1982,79.0,Male
3022,XYZ,Control,1915,1990,75.0,Male
3023,PTR,Control,1932,1981,49.0,Male
3024,XYZ,Control,1907,1989,82.0,Male
3025,ABC,Control,1878,1969,91.0,Male
3026,JFK,Control,1910,1995,85.0,Male
3027,JFK,Control,1947,1987,40.0,Male
3028,ABC,Control,1929,1969,40.0,Male
3029,ABC,Control,1931,1972,41.0,Male
3030,XYZ,Control,1929,1978,49.0,Male
3031,ABC,Control,1894,1971,77.0,Male
3032,XYZ,Control,1914,1995,81.0,Male
3033,PTR,Control,1936,1988,52.0,Male
3034,JFK,Control,1884,1977,93.0,Male
3035,JFK,Control,1902,1971,69.0,Male
3036,JFK,Control,1902,1974,72.0,Male
3037,PTR,Control,1915,1974,59.0,Male
3038,PTR,Control,1949,1991,42.0,Male
3039,MNO,Control,1879,1993,114.0,Male
3040,XYZ,Control,1921,1980,59.0,Male
3041,XYZ,Control,1892,1991,99.0,Male
3042,MNO,Control,1949,1969,20.0,Male
3043,JFK,Control,1885,1984,99.0,Male
3044,XYZ,Control,1912,1992,80.0,Male
3045,XYZ,Control,1935,1973,38.0,Male
3046,JFK,Control,1933,1977,44.0,Male
3047,ABC,Control,1914,1978,64.0,Male
3048,ABC,Control,1908,1981,73.0,Male
3049,MNO,Control,1912,1983,71.0,Male
3050,PTR,Control,1901,1980,79.0,Male
3051,XYZ,Control,1895,1973,78.0,Male
3052,XYZ,Control,1918,1973,55.0,Male
3053,MNO,Control,1901,1986,85.0,Male
3054,MNO,Control,1903,1980,77.0,Male
3055,XYZ,Control,1930,1995,65.0,Male
3056,JFK,Control,1949,1971,22.0,Male
3057,JFK,Control,1927,1994,67.0,Male
3058,PTR,Control,1881,1993,112.0,Male
3059,XYZ,Control,1880,1975,95.0,Male
3060,XYZ,Control,1948,1985,37.0,Male
3061,XYZ,Control,1904,1987,83.0,Male
3062,XYZ,Control,1882,1986,104.0,Male
3063,MNO,Control,1927,1969,42.0,Male
3064,ABC,Control,1928,1993,65.0,Male
3065,XYZ,Control,1930,1992,62.0,Male
3066,ABC,Control,1901,1973,72.0,Male
3067,JFK,Control,1872,1995,123.0,Male
3068,PTR,Control,1949,1970,21.0,Male
3069,JFK,Control,1899,1969,70.0,Male
3070,XYZ,Control,1932,1975,43.0,Male
3071,JFK,Control,1934,1979,45.0,Male
3072,MNO,Control,1927,1979,52.0,Male
3073,ABC,Control,1905,1986,81.0,Male
3074,XYZ,Control,1901,1985,84.0,Male
3075,MNO,Control,1926,1970,44.0,Male
3076,ABC,Control,1943,1975,32.0,Male
3077,MNO,Control,1948,1975,27.0,Male
3078,JFK,Control,1884,1978,94.0,Male
3079,XYZ,Control,1890,1990,100.0,Male
3080,JFK,Control,1947,1989,42.0,Male
3081,PTR,Control,1935,1971,36.0,Male
3082,XYZ,Control,1944,1980,36.0,Male
3083,JFK,Control,1895,1971,76.0,Male
3084,XYZ,Control,1926,1979,53.0,Male
3085,ABC,Control,1933,1980,47.0,Male
3086,XYZ,Control,1932,1993,61.0,Male
3087,XYZ,Control,1913,1972,59.0,Male
3088,ABC,Control,1872,1993,121.0,Male
3089,JFK,Control,1925,1984,59.0,Male
3090,XYZ,Control,1900,1988,88.0,Male
3091,MNO,Control,1916,1986,70.0,Male
3092,XYZ,Control,1948,1972,24.0,Male
3093,JFK,Control,1912,1990,78.0,Male
3094,ABC,Control,1942,1974,32.0,Male
3095,JFK,Control,1893,1989,96.0,Male
3096,PTR,Control,1931,1983,52.0,Male
3097,XYZ,Control,1949,1969,20.0,Male
3098,XYZ,Control,1884,1971,87.0,Male
3099,ABC,Control,1871,1973,102.0,Male
3100,XYZ,Control,1915,1990,75.0,Male
3101,MNO,Control,1883,1985,102.0,Male
3102,MNO,Control,1936,1982,46.0,Male
3103,JFK,Control,1946,1977,31.0,Male
3104,ABC,Control,1915,1971,56.0,Male
3105,PTR,Control,1900,1994,94.0,Male
3106,JFK,Control,1915,1981,66.0,Male
3107,ABC,Control,1935,1971,36.0,Male
3108,ABC,Control,1871,1979,108.0,Male
3109,JFK,Control,1926,1970,44.0,Male
3110,JFK,Control,1928,1992,64.0,Male
3111,XYZ,Control,1929,1983,54.0,Male
3112,PTR,Control,1899,1981,82.0,Male
3113,MNO,Control,1934,1987,53.0,Male
3114,XYZ,Control,1882,1990,108.0,Male
3115,ABC,Control,1894,1984,90.0,Male
3116,PTR,Control,1944,1986,42.0,Male
3117,PTR,Control,1936,1975,39.0,Male
3118,JFK,Control,1872,1981,109.0,Male
3119,PTR,Control,1899,1972,73.0,Male
3120,PTR,Control,1896,1977,81.0,Male
3121,ABC,Control,1901,1978,77.0,Male
3122,XYZ,Control,1899,1977,78.0,Male
3123,PTR,Control,1879,1975,96.0,Male
3124,JFK,Control,1917,1983,66.0,Male
3125,XYZ,Control,1935,1976,41.0,Male
3126,JFK,Control,1927,1987,60.0,Male
3127,PTR,Control,1931,1979,48.0,Male
3128,XYZ,Control,1881,1973,92.0,Male
3129,PTR,Control,1948,1970,22.0,Male
3130,ABC,Control,1941,1978,37.0,Male
3131,XYZ,Control,1940,1984,44.0,Male
3132,JFK,Control,1941,1991,50.0,Male
3133,ABC,Control,1947,1981,34.0,Male
3134,MNO,Control,1923,1976,53.0,Male
3135,JFK,Control,1894,1977,83.0,Male
3136,PTR,Control,1928,1979,51.0,Male
3137,JFK,Control,1936,1979,43.0,Male
3138,MNO,Control,1935,1991,56.0,Male
3139,JFK,Control,1921,1994,73.0,Male
3140,ABC,Control,1879,1984,105.0,Male
3141,JFK,Control,1910,1978,68.0,Male
3142,XYZ,Control,1946,1992,46.0,Male
3143,MNO,Control,1926,1980,54.0,Male
3144,JFK,Control,1922,1993,71.0,Male
3145,MNO,Control,1901,1974,73.0,Male
3146,ABC,Control,1910,1980,70.0,Male
3147,XYZ,Control,1945,1978,33.0,Male
3148,PTR,Control,1931,1986,55.0,Male
3149,JFK,Control,1938,1986,48.0,Male
3150,ABC,Control,1916,1972,56.0,Male
3151,MNO,Control,1929,1977,48.0,Male
3152,MNO,Control,1899,1975,76.0,Male
3153,ABC,Control,1933,1986,53.0,Male
3154,JFK,Control,1914,1976,62.0,Male
3155,PTR,Control,1915,1979,64.0,Male
3156,JFK,Control,1930,1975,45.0,Male
3157,XYZ,Control,1947,1977,30.0,Male
3158,JFK,Control,1879,1976,97.0,Male
3159,XYZ,Control,1941,1971,30.0,Male
3160,MNO,Control,1903,1985,82.0,Male
3161,XYZ,Control,1916,1970,54.0,Male
3162,PTR,Control,1873,1983,110.0,Male
3163,ABC,Control,1904,1982,78.0,Male
3164,XYZ,Control,1920,1986,66.0,Male
3165,JFK,Control,1878,1984,106.0,Male
3166,XYZ,Control,1919,1988,69.0,Male
3167,MNO,Control,1947,1990,43.0,Male
3168,XYZ,Control,1884,1972,88.0,Male
3169,PTR,Control,1937,1993,56.0,Male
3170,XYZ,Control,1913,1988,75.0,Male
3171,PTR,Control,1930,1974,44.0,Male
3172,JFK,Control,1900,1974,74.0,Male
3173,MNO,Control,1890,1994,104.0,Male
3174,ABC,Control,1890,1979,89.0,Male
3175,JFK,Control,1880,1994,114.0,Male
3176,JFK,Control,1893,1985,92.0,Male
3177,ABC,Control,1931,1992,61.0,Male
3178,XYZ,Control,1944,1971,27.0,Male
3179,XYZ,Control,1940,1981,41.0,Male
3180,XYZ,Control,1932,1990,58.0,Male
3181,MNO,Control,1885,1971,86.0,Male
3182,JFK,Control,1903,1984,81.0,Male
3183,PTR,Control,1905,1983,78.0,Male
3184,ABC,Control,1899,1979,80.0,Male
3185,JFK,Control,1921,1986,65.0,Male
3186,XYZ,Control,1922,1983,61.0,Male
3187,ABC,Control,1909,1973,64.0,Male
3188,PTR,Control,1908,1984,76.0,Male
3189,JFK,Control,1941,1984,43.0,Male
3190,JFK,Control,1939,1985,46.0,Male
3191,MNO,Control,1904,1977,73.0,Male
3192,JFK,Control,1946,1995,49.0,Male
3193,JFK,Control,1948,1991,43.0,Male
3194,PTR,Control,1906,1971,65.0,Male
3195,PTR,Control,1908,1988,80.0,Male
3196,ABC,Control,1920,1981,61.0,Male
3197,XYZ,Control,1947,1990,43.0,Male
3198,PTR,Control,1944,1971,27.0,Male
3199,ABC,Control,1884,1975,91.0,Male
3200,JFK,Control,1912,1974,62.0,Male
3201,ABC,Control,1923,1977,54.0,Male
3202,ABC,Control,1920,1980,60.0,Male
3203,ABC,Control,1894,1983,89.0,Male
3204,ABC,Control,1943,1989,46.0,Male
3205,PTR,Control,1932,1988,56.0,Male
3206,XYZ,Control,1941,1971,30.0,Male
3207,ABC,Control,1943,1978,35.0,Male
3208,MNO,Control,1936,1969,33.0,Male
3209,JFK,Control,1915,1987,72.0,Male
3210,JFK,Control,1927,1987,60.0,Male
3211,JFK,Control,1890,1991,101.0,Male
3212,JFK,Control,1931,1991,60.0,Male
3213,JFK,Control,1892,1981,89.0,Male
3214,ABC,Control,1933,1980,47.0,Male
3215,XYZ,Control,1897,1969,72.0,Male
3216,MNO,Control,1886,1987,101.0,Male
3217,PTR,Control,1891,1992,101.0,Male
3218,MNO,Control,1870,1984,114.0,Male
3219,PTR,Control,1934,1993,59.0,Male
3220,PTR,Control,1935,1991,56.0,Male
3221,MNO,Control,1921,1991,70.0,Male
3222,ABC,Control,1890,1983,93.0,Male
3223,JFK,Control,1881,1984,103.0,Male
3224,ABC,Control,1873,1979,106.0,Male
3225,JFK,Control,1891,1992,101.0,Male
3226,XYZ,Control,1944,1974,30.0,Male
3227,PTR,Control,1898,1979,81.0,Male
3228,MNO,Control,1908,1971,63.0,Male
3229,XYZ,Control,1884,1983,99.0,Male
3230,JFK,Control,1897,1969,72.0,Male
3231,ABC,Control,1921,1975,54.0,Male
3232,MNO,Control,1927,1969,42.0,Male
3233,PTR,Control,1899,1985,86.0,Male
3234,XYZ,Control,1878,1977,99.0,Male
3235,PTR,Control,1911,1994,83.0,Male
3236,JFK,Control,1898,1991,93.0,Male
3237,PTR,Control,1896,1981,85.0,Male
3238,ABC,Control,1948,1979,31.0,Male
3239,XYZ,Control,1928,1988,60.0,Male
3240,XYZ,Control,1924,1974,50.0,Male
3241,ABC,Control,1913,1969,56.0,Male
3242,PTR,Control,1914,1975,61.0,Male
3243,ABC,Control,1923,1980,57.0,Male
3244,MNO,Control,1933,1990,57.0,Male
3245,ABC,Control,1933,1988,55.0,Male
3246,PTR,Control,1892,1991,99.0,Male
3247,ABC,Control,1920,1987,67.0,Male
3248,JFK,Control,1913,1985,72.0,Male
3249,ABC,Control,1943,1972,29.0,Male
3250,ABC,Control,1929,1971,42.0,Male
3251,PTR,Control,1922,1969,47.0,Male
3252,MNO,Control,1885,1986,101.0,Male
3253,MNO,Control,1927,1995,68.0,Male
3254,PTR,Control,1885,1989,104.0,Male
3255,PTR,Control,1907,1983,76.0,Male
3256,PTR,Control,1888,1976,88.0,Male
3257,JFK,Control,1933,1969,36.0,Male
3258,XYZ,Control,1895,1988,93.0,Male
3259,ABC,Control,1911,1982,71.0,Male
3260,PTR,Control,1945,1972,27.0,Male
3261,PTR,Control,1895,1973,78.0,Male
3262,PTR,Control,1920,1991,71.0,Male
3263,MNO,Control,1914,1981,67.0,Male
3264,PTR,Control,1872,1992,120.0,Male
3265,ABC,Control,1939,1983,44.0,Male
3266,PTR,Control,1880,1974,94.0,Male
3267,ABC,Control,1918,1969,51.0,Male
3268,JFK,Control,1924,1991,67.0,Male
3269,XYZ,Control,1929,1987,58.0,Male
3270,MNO,Control,1932,1981,49.0,Male
3271,ABC,Control,1900,1974,74.0,Male
3272,JFK,Control,1871,1983,112.0,Male
3273,XYZ,Control,1935,1984,49.0,Male
3274,XYZ,Control,1922,1992,70.0,Male
3275,XYZ,Control,1941,1991,50.0,Male
3276,ABC,Control,1940,1984,44.0,Male
3277,JFK,Control,1942,1978,36.0,Male
3278,PTR,Control,1919,1990,71.0,Male
3279,JFK,Control,1907,1977,70.0,Male
3280,JFK,Control,1939,1977,38.0,Male
3281,JFK,Control,1916,1985,69.0,Male
3282,ABC,Control,1893,1985,92.0,Male
3283,ABC,Control,1942,1985,43.0,Male
3284,ABC,Control,1944,1992,48.0,Male
3285,JFK,Control,1917,1980,63.0,Male
3286,ABC,Control,1880,1981,101.0,Male
3287,XYZ,Control,1911,1980,69.0,Male
3288,ABC,Control,1939,1982,43.0,Male
3289,MNO,Control,1945,1978,33.0,Male
3290,ABC,Control,1895,1991,96.0,Male
3291,ABC,Control,1879,1987,108.0,Male
3292,ABC,Control,1944,1970,26.0,Male
3293,ABC,Control,1911,1972,61.0,Male
3294,MNO,Control,1923,1987,64.0,Male
3295,PTR,Control,1949,1975,26.0,Male
3296,ABC,Control,1879,1994,115.0,Male
3297,XYZ,Control,1930,1983,53.0,Male
3298,MNO,Control,1880,1983,103.0,Male
3299,PTR,Control,1910,1992,82.0,Male
3300,ABC,Control,1939,1974,35.0,Male
3301,PTR,Control,1915,1971,56.0,Male
3302,XYZ,Control,1950,1974,24.0,Male
3303,MNO,Control,1924,1984,60.0,Male
3304,MNO,Control,1906,1970,64.0,Male
3305,PTR,Control,1896,1975,79.0,Male
3306,ABC,Control,1908,1979,71.0,Male
3307,JFK,Control,1910,1994,84.0,Male
3308,MNO,Control,1880,1975,95.0,Male
3309,JFK,Control,1910,1972,62.0,Male
3310,MNO,Control,1917,1992,75.0,Male
3311,ABC,Control,1935,1988,53.0,Male
3312,ABC,Control,1930,1975,45.0,Male
3313,MNO,Control,1934,1972,38.0,Male
3314,PTR,Control,1871,1980,109.0,Male
3315,ABC,Control,1896,1973,77.0,Male
3316,ABC,Control,1931,1991,60.0,Male
3317,XYZ,Control,1919,1994,75.0,Male
3318,ABC,Control,1870,1987,117.0,Male
3319,XYZ,Control,1939,1994,55.0,Male
3320,ABC,Control,1938,1973,35.0,Male
3321,ABC,Control,1923,1995,72.0,Male
3322,PTR,Control,1879,1987,108.0,Male
3323,PTR,Control,1937,1989,52.0,Male
3324,ABC,Control,1926,1971,45.0,Male
3325,MNO,Control,1938,1995,57.0,Male
3326,MNO,Control,1936,1994,58.0,Male
3327,ABC,Control,1939,1979,40.0,Male
3328,MNO,Control,1921,1975,54.0,Male
3329,ABC,Control,1888,1985,97.0,Male
3330,PTR,Control,1931,1993,62.0,Male
3331,JFK,Control,1928,1977,49.0,Male
3332,XYZ,Control,1936,1989,53.0,Male
3333,MNO,Control,1891,1977,86.0,Male
3334,MNO,Control,1894,1978,84.0,Male
3335,PTR,Control,1944,1981,37.0,Male
3336,MNO,Control,1936,1983,47.0,Male
3337,ABC,Control,1945,1990,45.0,Male
3338,ABC,Control,1937,1973,36.0,Male
3339,JFK,Control,1926,1971,45.0,Male
3340,JFK,Control,1930,1995,65.0,Male
3341,JFK,Control,1944,1995,51.0,Male
3342,ABC,Control,1925,1976,51.0,Male
3343,JFK,Control,1929,1988,59.0,Male
3344,JFK,Control,1890,1978,88.0,Male
3345,ABC,Control,1918,1981,63.0,Male
3346,PTR,Control,1934,1971,37.0,Male
3347,MNO,Control,1901,1990,89.0,Male
3348,XYZ,Control,1895,1976,81.0,Male
3349,ABC,Control,1905,1977,72.0,Male
3350,ABC,Control,1898,1990,92.0,Male
3351,XYZ,Control,1896,1989,93.0,Male
3352,XYZ,Control,1914,1980,66.0,Male
3353,JFK,Control,1945,1979,34.0,Male
3354,XYZ,Control,1920,1970,50.0,Male
3355,MNO,Control,1893,1986,93.0,Male
3356,MNO,Control,1881,1977,96.0,Male
3357,MNO,Control,1933,1970,37.0,Male
3358,MNO,Control,1911,1970,59.0,Male
3359,MNO,Control,1941,1971,30.0,Male
3360,JFK,Control,1931,1984,53.0,Male
3361,ABC,Control,1939,1987,48.0,Male
3362,XYZ,Control,1901,1972,71.0,Male
3363,ABC,Control,1933,1991,58.0,Male
3364,XYZ,Control,1901,1993,92.0,Male
3365,JFK,Control,1947,1986,39.0,Male
3366,JFK,Control,1929,1988,59.0,Male
3367,PTR,Control,1906,1993,87.0,Male
3368,PTR,Control,1901,1986,85.0,Male
3369,JFK,Control,1894,1978,84.0,Male
3370,JFK,Control,1933,1979,46.0,Male
3371,XYZ,Control,1896,1985,89.0,Male
3372,JFK,Control,1926,1994,68.0,Male
3373,ABC,Control,1901,1992,91.0,Male
3374,XYZ,Control,1931,1993,62.0,Male
3375,JFK,Control,1940,1991,51.0,Male
3376,XYZ,Control,1938,1992,54.0,Male
3377,XYZ,Control,1937,1988,51.0,Male
3378,MNO,Control,1893,1984,91.0,Male
3379,PTR,Control,1882,1988,106.0,Male
3380,XYZ,Control,1933,1981,48.0,Male
3381,XYZ,Control,1910,1970,60.0,Male
3382,MNO,Control,1915,1992,77.0,Male
3383,JFK,Control,1874,1995,121.0,Male
3384,XYZ,Control,1900,1970,70.0,Male
3385,MNO,Control,1875,1993,118.0,Male
3386,ABC,Control,1944,1982,38.0,Male
3387,MNO,Control,1899,1972,73.0,Male
3388,PTR,Control,1924,1985,61.0,Male
3389,PTR,Control,1875,1981,106.0,Male
3390,JFK,Control,1931,1972,41.0,Male
3391,JFK,Control,1906,1971,65.0,Male
3392,PTR,Control,1945,1980,35.0,Male
3393,PTR,Control,1944,1990,46.0,Male
3394,XYZ,Control,1906,1991,85.0,Male
3395,PTR,Control,1945,1976,31.0,Male
3396,JFK,Control,1950,1970,20.0,Male
3397,PTR,Control,1941,1974,33.0,Male
3398,JFK,Control,1942,1990,48.0,Male
3399,ABC,Control,1899,1978,79.0,Male
3400,PTR,Control,1925,1980,55.0,Male
3401,JFK,Control,1879,1989,110.0,Male
3402,MNO,Control,1883,1978,95.0,Male
3403,XYZ,Control,1950,1978,28.0,Male
3404,JFK,Control,1906,1991,85.0,Male
3405,PTR,Control,1936,1971,35.0,Male
3406,PTR,Control,1940,1988,48.0,Male
3407,ABC,Control,1943,1978,35.0,Male
3408,MNO,Control,1950,1977,27.0,Male
3409,JFK,Control,1898,1988,90.0,Male
3410,MNO,Control,1876,1987,111.0,Male
3411,ABC,Control,1913,1982,69.0,Male
3412,XYZ,Control,1887,1970,83.0,Male
3413,MNO,Control,1873,1973,100.0,Male
3414,ABC,Control,1909,1988,79.0,Male
3415,JFK,Control,1938,1976,38.0,Male
3416,XYZ,Control,1924,1975,51.0,Male
3417,PTR,Control,1905,1974,69.0,Male
3418,ABC,Control,1930,1979,49.0,Male
3419,PTR,Control,1898,1980,82.0,Male
3420,XYZ,Control,1872,1986,114.0,Male
3421,ABC,Control,1937,1987,50.0,Male
3422,ABC,Control,1928,1978,50.0,Male
3423,XYZ,Control,1937,1993,56.0,Male
3424,JFK,Control,1875,1993,118.0,Male
3425,ABC,Control,1941,1989,48.0,Male
3426,XYZ,Control,1928,1982,54.0,Male
3427,MNO,Control,1924,1971,47.0,Male
3428,PTR,Control,1928,1986,58.0,Male
3429,ABC,Control,1943,1992,49.0,Male
3430,MNO,Control,1926,1983,57.0,Male
3431,ABC,Control,1925,1974,49.0,Male
3432,JFK,Control,1950,1978,28.0,Male
3433,XYZ,Control,1937,1995,58.0,Male
3434,ABC,Control,1915,1980,65.0,Male
3435,XYZ,Control,1934,1975,41.0,Male
3436,ABC,Control,1911,1985,74.0,Male
3437,JFK,Control,1897,1969,72.0,Male
3438,JFK,Control,1926,1994,68.0,Male
3439,MNO,Control,1947,1986,39.0,Male
3440,JFK,Control,1947,1994,47.0,Male
3441,XYZ,Control,1907,1983,76.0,Male
3442,JFK,Control,1922,1987,65.0,Male
3443,ABC,Control,1896,1969,73.0,Male
3444,JFK,Control,1950,1973,23.0,Male
3445,XYZ,Control,1949,1983,34.0,Male
3446,ABC,Control,1930,1971,41.0,Male
3447,MNO,Control,1939,1969,30.0,Male
3448,MNO,Control,1934,1976,42.0,Male
3449,MNO,Control,1926,1980,54.0,Male
3450,ABC,Control,1877,1995,118.0,Male
3451,MNO,Control,1916,1990,74.0,Male
3452,JFK,Control,1932,1993,61.0,Male
3453,ABC,Control,1932,1987,55.0,Male
3454,ABC,Control,1910,1993,83.0,Male
3455,ABC,Control,1947,1993,46.0,Male
3456,PTR,Control,1891,1980,89.0,Male
3457,XYZ,Control,1920,1981,61.0,Male
3458,PTR,Control,1933,1969,36.0,Male
3459,PTR,Control,1933,1987,54.0,Male
3460,PTR,Control,1930,1974,44.0,Male
3461,XYZ,Control,1902,1976,74.0,Male
3462,PTR,Control,1890,1972,82.0,Male
3463,MNO,Control,1929,1973,44.0,Male
3464,ABC,Control,1927,1993,66.0,Male
3465,ABC,Control,1892,1990,98.0,Male
3466,JFK,Control,1933,1975,42.0,Male
3467,MNO,Control,1916,1991,75.0,Male
3468,XYZ,Control,1931,1972,41.0,Male
3469,ABC,Control,1941,1988,47.0,Male
3470,PTR,Control,1891,1972,81.0,Male
3471,JFK,Control,1873,1983,110.0,Male
3472,JFK,Control,1938,1995,57.0,Male
3473,ABC,Control,1927,1989,62.0,Male
3474,MNO,Control,1933,1973,40.0,Male
3475,JFK,Control,1941,1992,51.0,Male
3476,ABC,Control,1939,1977,38.0,Male
3477,MNO,Control,1948,1970,22.0,Male
3478,ABC,Control,1922,1995,73.0,Male
3479,ABC,Control,1919,1975,56.0,Male
3480,MNO,Control,1912,1985,73.0,Male
3481,MNO,Control,1890,1984,94.0,Male
3482,MNO,Control,1925,1985,60.0,Male
3483,ABC,Control,1902,1988,86.0,Male
3484,JFK,Control,1946,1994,48.0,Male
3485,XYZ,Control,1925,1991,66.0,Male
3486,XYZ,Control,1926,1970,44.0,Male
3487,ABC,Control,1908,1979,71.0,Male
3488,ABC,Control,1877,1970,93.0,Male
3489,JFK,Control,1874,1969,95.0,Male
3490,MNO,Control,1914,1994,80.0,Male
3491,ABC,Control,1882,1970,88.0,Male
3492,PTR,Control,1927,1991,64.0,Male
3493,MNO,Control,1944,1977,33.0,Male
3494,ABC,Control,1944,1990,46.0,Male
3495,PTR,Control,1931,1994,63.0,Male
3496,JFK,Control,1896,1970,74.0,Male
3497,PTR,Control,1943,1983,40.0,Male
3498,ABC,Control,1944,1978,34.0,Male
3499,XYZ,Control,1894,1983,89.0,Male
3500,ABC,Control,1935,1978,43.0,Male
3501,XYZ,Control,1903,1993,90.0,Male
3502,JFK,Control,1939,1991,52.0,Male
3503,JFK,Control,1950,1995,45.0,Male
3504,MNO,Control,1874,1985,111.0,Male
3505,MNO,Control,1945,1977,32.0,Male
3506,XYZ,Control,1928,1986,58.0,Male
3507,XYZ,Control,1949,1972,23.0,Male
3508,JFK,Control,1917,1977,60.0,Male
3509,PTR,Control,1942,1984,42.0,Male
3510,XYZ,Control,1879,1972,93.0,Male
3511,XYZ,Control,1907,1984,77.0,Male
3512,PTR,Control,1879,1987,108.0,Male
3513,MNO,Control,1949,1969,20.0,Male
3514,MNO,Control,1940,1991,51.0,Male
3515,XYZ,Control,1942,1974,32.0,Male
3516,MNO,Control,1947,1978,31.0,Male
3517,MNO,Control,1882,1984,102.0,Male
3518,MNO,Control,1911,1972,61.0,Male
3519,JFK,Control,1880,1990,110.0,Male
3520,ABC,Control,1896,1990,94.0,Male
3521,XYZ,Control,1897,1981,84.0,Male
3522,XYZ,Control,1917,1984,67.0,Male
3523,JFK,Control,1901,1988,87.0,Male
3524,ABC,Control,1884,1974,90.0,Male
3525,ABC,Control,1891,1994,103.0,Male
3526,JFK,Control,1889,1979,90.0,Male
3527,PTR,Control,1949,1992,43.0,Male
3528,PTR,Control,1937,1971,34.0,Male
3529,ABC,Control,1949,1988,39.0,Male
3530,PTR,Control,1915,1978,63.0,Male
3531,PTR,Control,1902,1969,67.0,Male
3532,PTR,Control,1939,1988,49.0,Male
3533,ABC,Control,1906,1979,73.0,Male
3534,PTR,Control,1904,1994,90.0,Male
3535,XYZ,Control,1898,1994,96.0,Male
3536,ABC,Control,1887,1980,93.0,Male
3537,JFK,Control,1900,1982,82.0,Male
3538,PTR,Control,1909,1993,84.0,Male
3539,MNO,Control,1931,1976,45.0,Male
3540,ABC,Control,1879,1979,100.0,Male
3541,JFK,Control,1895,1972,77.0,Male
3542,XYZ,Control,1940,1975,35.0,Male
3543,JFK,Control,1889,1978,89.0,Male
3544,PTR,Control,1907,1987,80.0,Male
3545,MNO,Control,1943,1993,50.0,Male
3546,PTR,Control,1890,1994,104.0,Male
3547,JFK,Control,1881,1972,91.0,Male
3548,ABC,Control,1919,1970,51.0,Male
3549,MNO,Control,1904,1994,90.0,Male
3550,MNO,Control,1924,1989,65.0,Male
3551,JFK,Control,1939,1986,47.0,Male
3552,PTR,Control,1888,1982,94.0,Male
3553,JFK,Control,1925,1994,69.0,Male
3554,MNO,Control,1920,1984,64.0,Male
3555,JFK,Control,1889,1990,101.0,Male
3556,MNO,Control,1928,1979,51.0,Male
3557,PTR,Control,1901,1978,77.0,Male
3558,ABC,Control,1919,1985,66.0,Male
3559,ABC,Control,1881,1982,101.0,Male
3560,JFK,Control,1917,1990,73.0,Male
3561,MNO,Control,1904,1972,68.0,Male
3562,ABC,Control,1941,1987,46.0,Male
3563,MNO,Control,1878,1970,92.0,Male
3564,PTR,Control,1914,1975,61.0,Male
3565,JFK,Control,1917,1977,60.0,Male
3566,MNO,Control,1935,1987,52.0,Male
3567,JFK,Control,1925,1984,59.0,Male
3568,MNO,Control,1931,1990,59.0,Male
3569,MNO,Control,1938,1993,55.0,Male
3570,PTR,Control,1943,1984,41.0,Male
3571,JFK,Control,1905,1986,81.0,Male
3572,XYZ,Control,1922,1991,69.0,Male
3573,MNO,Control,1942,1989,47.0,Male
3574,MNO,Control,1950,1989,39.0,Male
3575,ABC,Control,1944,1979,35.0,Male
3576,JFK,Control,1910,1975,65.0,Male
3577,XYZ,Control,1894,1977,83.0,Male
3578,PTR,Control,1919,1972,53.0,Male
3579,XYZ,Control,1936,1993,57.0,Male
3580,PTR,Control,1919,1981,62.0,Male
3581,XYZ,Control,1918,1995,77.0,Male
3582,XYZ,Control,1941,1994,53.0,Male
3583,JFK,Control,1909,1993,84.0,Male
3584,ABC,Control,1943,1972,29.0,Male
3585,XYZ,Control,1913,1987,74.0,Male
3586,MNO,Control,1906,1970,64.0,Male
3587,MNO,Control,1916,1977,61.0,Male
3588,MNO,Control,1937,1980,43.0,Male
3589,ABC,Control,1887,1970,83.0,Male
3590,XYZ,Control,1894,1974,80.0,Male
3591,PTR,Control,1948,1973,25.0,Male
3592,PTR,Control,1892,1973,81.0,Male
3593,JFK,Control,1924,1988,64.0,Male
3594,ABC,Control,1925,1990,65.0,Male
3595,XYZ,Control,1919,1973,54.0,Male
3596,MNO,Control,1930,1995,65.0,Male
3597,ABC,Control,1897,1972,75.0,Male
3598,ABC,Control,1923,1977,54.0,Male
3599,XYZ,Control,1910,1990,80.0,Male
3600,JFK,Control,1931,1995,64.0,Male
3601,JFK,Control,1888,1978,90.0,Male
3602,JFK,Control,1925,1984,59.0,Male
3603,MNO,Control,1893,1978,85.0,Male
3604,MNO,Control,1902,1978,76.0,Male
